loan_id,disbursal_month,snapshot_month,mob,dpd_bucket,is_bad_flag
L1019,2025-01,2025-09,8,Current,0
L1019,2025-01,2025-10,9,Current,0
L1019,2025-01,2025-11,10,Current,0
L1019,2025-01,2025-12,11,Current,0
L1019,2025-01,2026-01,12,Current,0
L1019,2025-01,2026-02,13,Current,0
L1019,2025-01,2026-03,14,Current,0
L1019,2025-01,2026-04,15,Current,0
L1019,2025-01,2026-05,16,Current,0
L1019,2025-01,2026-06,17,Current,0
L1020,2025-01,2025-02,1,Current,0
L1020,2025-01,2025-03,2,Current,0
L1020,2025-01,2025-04,3,Current,0
L1020,2025-01,2025-05,4,30 DPD,0
L1020,2025-01,2025-06,5,30 DPD,0
L1020,2025-01,2025-07,6,30 DPD,0
L1020,2025-01,2025-08,7,60 DPD,1
L1020,2025-01,2025-09,8,60 DPD,1
L1020,2025-01,2025-10,9,Current,0
L1020,2025-01,2025-11,10,Current,0
L1020,2025-01,2025-12,11,Current,0
L1020,2025-01,2026-01,12,Current,0
L1020,2025-01,2026-02,13,Current,0
L1020,2025-01,2026-03,14,Current,0
L1020,2025-01,2026-04,15,Current,0
L1020,2025-01,2026-05,16,Current,0
L1020,2025-01,2026-06,17,Current,0
L1021,2025-01,2025-02,1,Current,0
L1021,2025-01,2025-03,2,Current,0
L1021,2025-01,2025-04,3,Current,0
L1021,2025-01,2025-05,4,Current,0
L1021,2025-01,2025-06,5,Current,0
L1021,2025-01,2025-07,6,30 DPD,0
L1021,2025-01,2025-08,7,30 DPD,0
L1021,2025-01,2025-09,8,Current,0
L1021,2025-01,2025-10,9,Current,0
L1021,2025-01,2025-11,10,Current,0
L1021,2025-01,2025-12,11,Current,0
L1021,2025-01,2026-01,12,Current,0
L1021,2025-01,2026-02,13,Current,0
L1021,2025-01,2026-03,14,Current,0
L1021,2025-01,2026-04,15,Current,0
L1021,2025-01,2026-05,16,Current,0
L1021,2025-01,2026-06,17,Current,0
L1022,2025-01,2025-02,1,Current,0
L1022,2025-01,2025-03,2,Current,0
L1022,2025-01,2025-04,3,Current,0
L1022,2025-01,2025-05,4,Current,0
L1022,2025-01,2025-06,5,Current,0
L1022,2025-01,2025-07,6,Current,0
L1022,2025-01,2025-08,7,Current,0
L1022,2025-01,2025-09,8,Current,0
L1022,2025-01,2025-10,9,Current,0
L1022,2025-01,2025-11,10,Current,0
L1022,2025-01,2025-12,11,Current,0
L1022,2025-01,2026-01,12,Current,0
L1022,2025-01,2026-02,13,Current,0
L1023,2025-01,2025-02,1,Current,0
L1023,2025-01,2025-03,2,Current,0
L1023,2025-01,2025-04,3,Current,0
L1023,2025-01,2025-05,4,Current,0
L1023,2025-01,2025-06,5,Current,0
L1023,2025-01,2025-07,6,Current,0
L1023,2025-01,2025-08,7,Current,0
L1023,2025-01,2025-09,8,Current,0
L1023,2025-01,2025-10,9,Current,0
L1023,2025-01,2025-11,10,Current,0
L1023,2025-01,2025-12,11,Current,0
L1023,2025-01,2026-01,12,30 DPD,0
L1023,2025-01,2026-02,13,30 DPD,0
L1024,2025-01,2025-02,1,Current,0
L1024,2025-01,2025-03,2,Current,0
L1024,2025-01,2025-04,3,Current,0
L1024,2025-01,2025-05,4,Current,0
L1024,2025-01,2025-06,5,Current,0
L1024,2025-01,2025-07,6,Current,0
L1024,2025-01,2025-08,7,Current,0
L1024,2025-01,2025-09,8,Current,0
L1024,2025-01,2025-10,9,Current,0
L1024,2025-01,2025-11,10,Current,0
L1024,2025-01,2025-12,11,Current,0
L1024,2025-01,2026-01,12,Current,0
L1024,2025-01,2026-02,13,Current,0
L1024,2025-01,2026-03,14,Current,0
L1024,2025-01,2026-04,15,Current,0
L1024,2025-01,2026-05,16,Current,0
L1024,2025-01,2026-06,17,Current,0
L1025,2025-01,2025-02,1,Current,0
L1025,2025-01,2025-03,2,Current,0
L1025,2025-01,2025-04,3,Current,0
L1025,2025-01,2025-05,4,Current,0
L1025,2025-01,2025-06,5,Current,0
L1025,2025-01,2025-07,6,Current,0
L1025,2025-01,2025-08,7,Current,0
L1025,2025-01,2025-09,8,Current,0
L1025,2025-01,2025-10,9,Current,0
L1025,2025-01,2025-11,10,Current,0
L1025,2025-01,2025-12,11,Current,0
L1025,2025-01,2026-01,12,Current,0
L1025,2025-01,2026-02,13,Current,0
L1026,2025-01,2025-02,1,Current,0
L1026,2025-01,2025-03,2,Current,0
L1026,2025-01,2025-04,3,Current,0
L1026,2025-01,2025-05,4,Current,0
L1026,2025-01,2025-06,5,Current,0
L1026,2025-01,2025-07,6,Current,0
L1026,2025-01,2025-08,7,Current,0
L1026,2025-01,2025-09,8,Current,0
L1026,2025-01,2025-10,9,Current,0
L1026,2025-01,2025-11,10,Current,0
L1026,2025-01,2025-12,11,Current,0
L1026,2025-01,2026-01,12,Current,0
L1026,2025-01,2026-02,13,Current,0
L1027,2025-01,2025-02,1,Current,0
L1027,2025-01,2025-03,2,Current,0
L1027,2025-01,2025-04,3,Current,0
L1027,2025-01,2025-05,4,Current,0
L1027,2025-01,2025-06,5,Current,0
L1027,2025-01,2025-07,6,Current,0
L1027,2025-01,2025-08,7,Current,0
L1027,2025-01,2025-09,8,Current,0
L1027,2025-01,2025-10,9,Current,0
L1027,2025-01,2025-11,10,Current,0
L1027,2025-01,2025-12,11,Current,0
L1027,2025-01,2026-01,12,Current,0
L1027,2025-01,2026-02,13,Current,0
L1028,2025-01,2025-02,1,Current,0
L1028,2025-01,2025-03,2,Current,0
L1028,2025-01,2025-04,3,Current,0
L1028,2025-01,2025-05,4,Current,0
L1028,2025-01,2025-06,5,Current,0
L1028,2025-01,2025-07,6,Current,0
L1028,2025-01,2025-08,7,Current,0
L1028,2025-01,2025-09,8,Current,0
L1028,2025-01,2025-10,9,30 DPD,0
L1028,2025-01,2025-11,10,60 DPD,1
L1028,2025-01,2025-12,11,60 DPD,1
L1028,2025-01,2026-01,12,90 DPD,1
L1028,2025-01,2026-02,13,NPA,1
L1028,2025-01,2026-03,14,NPA,1
L1028,2025-01,2026-04,15,NPA,1
L1028,2025-01,2026-05,16,NPA,1
L1028,2025-01,2026-06,17,NPA,1
L1029,2025-01,2025-02,1,Current,0
L1029,2025-01,2025-03,2,Current,0
L1029,2025-01,2025-04,3,Current,0
L1029,2025-01,2025-05,4,Current,0
L1029,2025-01,2025-06,5,Current,0
L1029,2025-01,2025-07,6,Current,0
L1029,2025-01,2025-08,7,Current,0
L1029,2025-01,2025-09,8,Current,0
L1029,2025-01,2025-10,9,Current,0
L1029,2025-01,2025-11,10,Current,0
L1029,2025-01,2025-12,11,Current,0
L1029,2025-01,2026-01,12,Current,0
L1029,2025-01,2026-02,13,Current,0
L1029,2025-01,2026-03,14,Current,0
L1029,2025-01,2026-04,15,Current,0
L1029,2025-01,2026-05,16,Current,0
L1029,2025-01,2026-06,17,Current,0
L1030,2025-01,2025-02,1,Current,0
L1030,2025-01,2025-03,2,Current,0
L1030,2025-01,2025-04,3,Current,0
L1030,2025-01,2025-05,4,Current,0
L1030,2025-01,2025-06,5,Current,0
L1030,2025-01,2025-07,6,Current,0
L1030,2025-01,2025-08,7,Current,0
L1030,2025-01,2025-09,8,Current,0
L1030,2025-01,2025-10,9,Current,0
L1030,2025-01,2025-11,10,Current,0
L1030,2025-01,2025-12,11,Current,0
L1030,2025-01,2026-01,12,Current,0
L1030,2025-01,2026-02,13,Current,0
L1031,2025-01,2025-02,1,Current,0
L1031,2025-01,2025-03,2,Current,0
L1031,2025-01,2025-04,3,Current,0
L1031,2025-01,2025-05,4,Current,0
L1031,2025-01,2025-06,5,Current,0
L1031,2025-01,2025-07,6,Current,0
L1031,2025-01,2025-08,7,Current,0
L1031,2025-01,2025-09,8,Current,0
L1031,2025-01,2025-10,9,Current,0
L1031,2025-01,2025-11,10,Current,0
L1031,2025-01,2025-12,11,Current,0
L1031,2025-01,2026-01,12,Current,0
L1031,2025-01,2026-02,13,Current,0
L1031,2025-01,2026-03,14,Current,0
L1031,2025-01,2026-04,15,Current,0
L1031,2025-01,2026-05,16,Current,0
L1031,2025-01,2026-06,17,Current,0
L1032,2025-01,2025-02,1,Current,0
L1032,2025-01,2025-03,2,Current,0
L1032,2025-01,2025-04,3,30 DPD,0
L1032,2025-01,2025-05,4,30 DPD,0
L1032,2025-01,2025-06,5,30 DPD,0
L1032,2025-01,2025-07,6,30 DPD,0
L1032,2025-01,2025-08,7,30 DPD,0
L1032,2025-01,2025-09,8,30 DPD,0
L1032,2025-01,2025-10,9,30 DPD,0
L1032,2025-01,2025-11,10,30 DPD,0
L1032,2025-01,2025-12,11,60 DPD,1
L1032,2025-01,2026-01,12,60 DPD,1
L1032,2025-01,2026-02,13,60 DPD,1
L1032,2025-01,2026-03,14,90 DPD,1
L1032,2025-01,2026-04,15,90 DPD,1
L1032,2025-01,2026-05,16,90 DPD,1
L1032,2025-01,2026-06,17,90 DPD,1
L1033,2025-01,2025-02,1,Current,0
L1033,2025-01,2025-03,2,Current,0
L1033,2025-01,2025-04,3,Current,0
L1033,2025-01,2025-05,4,Current,0
L1033,2025-01,2025-06,5,Current,0
L1033,2025-01,2025-07,6,30 DPD,0
L1033,2025-01,2025-08,7,30 DPD,0
L1033,2025-01,2025-09,8,60 DPD,1
L1033,2025-01,2025-10,9,90 DPD,1
L1033,2025-01,2025-11,10,90 DPD,1
L1033,2025-01,2025-12,11,90 DPD,1
L1033,2025-01,2026-01,12,90 DPD,1
L1033,2025-01,2026-02,13,90 DPD,1
L1033,2025-01,2026-03,14,90 DPD,1
L1033,2025-01,2026-04,15,90 DPD,1
L1033,2025-01,2026-05,16,NPA,1
L1033,2025-01,2026-06,17,NPA,1
L1034,2025-01,2025-02,1,Current,0
L1034,2025-01,2025-03,2,Current,0
L1034,2025-01,2025-04,3,Current,0
L1034,2025-01,2025-05,4,Current,0
L1034,2025-01,2025-06,5,Current,0
L1034,2025-01,2025-07,6,Current,0
L1034,2025-01,2025-08,7,Current,0
L1034,2025-01,2025-09,8,Current,0
L1034,2025-01,2025-10,9,Current,0
L1034,2025-01,2025-11,10,Current,0
L1034,2025-01,2025-12,11,Current,0
L1034,2025-01,2026-01,12,Current,0
L1034,2025-01,2026-02,13,Current,0
L1034,2025-01,2026-03,14,Current,0
L1034,2025-01,2026-04,15,Current,0
L1034,2025-01,2026-05,16,Current,0
L1034,2025-01,2026-06,17,Current,0
L1035,2025-01,2025-02,1,Current,0
L1035,2025-01,2025-03,2,Current,0
L1035,2025-01,2025-04,3,Current,0
L1035,2025-01,2025-05,4,Current,0
L1035,2025-01,2025-06,5,Current,0
L1035,2025-01,2025-07,6,Current,0
L1035,2025-01,2025-08,7,Current,0
L1035,2025-01,2025-09,8,Current,0
L1035,2025-01,2025-10,9,Current,0
L1035,2025-01,2025-11,10,Current,0
L1035,2025-01,2025-12,11,Current,0
L1035,2025-01,2026-01,12,Current,0
L1035,2025-01,2026-02,13,Current,0
L1035,2025-01,2026-03,14,Current,0
L1035,2025-01,2026-04,15,Current,0
L1035,2025-01,2026-05,16,Current,0
L1035,2025-01,2026-06,17,Current,0
L1036,2025-01,2025-02,1,Current,0
L1036,2025-01,2025-03,2,Current,0
L1036,2025-01,2025-04,3,Current,0
L1036,2025-01,2025-05,4,Current,0
L1036,2025-01,2025-06,5,Current,0
L1036,2025-01,2025-07,6,Current,0
L1036,2025-01,2025-08,7,Current,0
L1036,2025-01,2025-09,8,Current,0
L1036,2025-01,2025-10,9,Current,0
L1036,2025-01,2025-11,10,Current,0
L1036,2025-01,2025-12,11,Current,0
L1036,2025-01,2026-01,12,Current,0
L1036,2025-01,2026-02,13,Current,0
L1037,2025-01,2025-02,1,Current,0
L1037,2025-01,2025-03,2,Current,0
L1037,2025-01,2025-04,3,Current,0
L1037,2025-01,2025-05,4,Current,0
L1037,2025-01,2025-06,5,Current,0
L1037,2025-01,2025-07,6,Current,0
L1037,2025-01,2025-08,7,Current,0
L1037,2025-01,2025-09,8,30 DPD,0
L1037,2025-01,2025-10,9,30 DPD,0
L1037,2025-01,2025-11,10,Current,0
L1037,2025-01,2025-12,11,Current,0
L1037,2025-01,2026-01,12,Current,0
L1037,2025-01,2026-02,13,Current,0
L1037,2025-01,2026-03,14,Current,0
L1037,2025-01,2026-04,15,Current,0
L1037,2025-01,2026-05,16,Current,0
L1037,2025-01,2026-06,17,Current,0
L1038,2025-01,2025-02,1,30 DPD,0
L1038,2025-01,2025-03,2,30 DPD,0
L1038,2025-01,2025-04,3,60 DPD,1
L1038,2025-01,2025-05,4,Current,0
L1038,2025-01,2025-06,5,Current,0
L1038,2025-01,2025-07,6,Current,0
L1038,2025-01,2025-08,7,Current,0
L1038,2025-01,2025-09,8,Current,0
L1038,2025-01,2025-10,9,Current,0
L1038,2025-01,2025-11,10,Current,0
L1038,2025-01,2025-12,11,Current,0
L1038,2025-01,2026-01,12,Current,0
L1038,2025-01,2026-02,13,Current,0
L1038,2025-01,2026-03,14,Current,0
L1038,2025-01,2026-04,15,Current,0
L1038,2025-01,2026-05,16,Current,0
L1038,2025-01,2026-06,17,Current,0
L1039,2025-01,2025-02,1,30 DPD,0
L1039,2025-01,2025-03,2,60 DPD,1
L1039,2025-01,2025-04,3,60 DPD,1
L1039,2025-01,2025-05,4,90 DPD,1
L1039,2025-01,2025-06,5,90 DPD,1
L1039,2025-01,2025-07,6,90 DPD,1
L1039,2025-01,2025-08,7,NPA,1
L1039,2025-01,2025-09,8,NPA,1
L1039,2025-01,2025-10,9,NPA,1
L1039,2025-01,2025-11,10,NPA,1
L1039,2025-01,2025-12,11,NPA,1
L1039,2025-01,2026-01,12,NPA,1
L1039,2025-01,2026-02,13,NPA,1
L1039,2025-01,2026-03,14,NPA,1
L1039,2025-01,2026-04,15,NPA,1
L1039,2025-01,2026-05,16,NPA,1
L1039,2025-01,2026-06,17,NPA,1
L1040,2025-01,2025-02,1,Current,0
L1040,2025-01,2025-03,2,Current,0
L1040,2025-01,2025-04,3,Current,0
L1040,2025-01,2025-05,4,Current,0
L1040,2025-01,2025-06,5,Current,0
L1040,2025-01,2025-07,6,Current,0
L1040,2025-01,2025-08,7,Current,0
L1040,2025-01,2025-09,8,Current,0
L1040,2025-01,2025-10,9,Current,0
L1040,2025-01,2025-11,10,Current,0
L1040,2025-01,2025-12,11,Current,0
L1040,2025-01,2026-01,12,Current,0
L1040,2025-01,2026-02,13,Current,0
L1040,2025-01,2026-03,14,Current,0
L1040,2025-01,2026-04,15,Current,0
L1040,2025-01,2026-05,16,Current,0
L1040,2025-01,2026-06,17,Current,0
L1041,2025-01,2025-02,1,Current,0
L1041,2025-01,2025-03,2,Current,0
L1041,2025-01,2025-04,3,Current,0
L1041,2025-01,2025-05,4,Current,0
L1041,2025-01,2025-06,5,Current,0
L1041,2025-01,2025-07,6,Current,0
L1041,2025-01,2025-08,7,Current,0
L1041,2025-01,2025-09,8,Current,0
L1041,2025-01,2025-10,9,Current,0
L1041,2025-01,2025-11,10,Current,0
L1041,2025-01,2025-12,11,Current,0
L1041,2025-01,2026-01,12,Current,0
L1041,2025-01,2026-02,13,Current,0
L1042,2025-01,2025-02,1,Current,0
L1042,2025-01,2025-03,2,Current,0
